Id,SalePrice
1461,121221.4
1462,155675.55
1463,176211.64
1464,185451.78
1465,186447.52
1466,168795.1
1467,176211.64
1468,169020.11
1469,173467.9
1470,122262.71
1471,214979.0
1472,98294.3
1473,89879.53
1474,159253.34
1475,139782.45
1476,430266.72
1477,261443.45
1478,293720.62
1479,290762.44
1480,595233.3
1481,310857.44
1482,213188.23
1483,168795.1
1484,169020.11
1485,169020.11
1486,201484.08
1487,343546.62
1488,235714.6
1489,208470.3
1490,234727.1
1491,185451.78
1492,89125.85
1493,197978.23
1494,310857.44
1495,279502.78
1496,236390.94
1497,182147.84
1498,166725.31
1499,159253.34
1500,151100.73
1501,173467.9
1502,151100.73
1503,290762.44
1504,236390.94
1505,222055.7
1506,173467.9
1507,234662.02
1508,201328.84
1509,160212.88
1510,151100.73
1511,146312.56
1512,168795.1
1513,154012.11
1514,182147.84
1515,185451.78
1516,157692.95
1517,150887.4
1518,130852.51
1519,233051.83
1520,135885.36
1521,135078.55
1522,166725.31
1523,111956.79
1524,126042.59
1525,121807.27
1526,126042.59
1527,110337.07
1528,130852.51
1529,146312.56
1530,169020.11
1531,115306.37
1532,103088.16
1533,154465.17
1534,122107.12
1535,169020.11
1536,111956.79
1537,68730.94
1538,173164.52
1539,212724.77
1540,94972.2
1541,151100.73
1542,135078.55
1543,213299.5
1544,89627.34
1545,110337.07
1546,121807.27
1547,139782.45
1548,134048.52
1549,111956.79
1550,139782.45
1551,122107.12
1552,146312.56
1553,161937.14
1554,111956.79
1555,168795.1
1556,84141.14
1557,122107.12
1558,97176.0
1559,86948.195
1560,133665.02
1561,133664.47
1562,130852.51
1563,129542.53
1564,156306.9
1565,155675.55
1566,230382.81
1567,62877.695
1568,228529.92
1569,146312.56
1570,127143.164
1571,136929.55
1572,146312.56
1573,253293.69
1574,122107.12
1575,227476.78
1576,235337.8
1577,201484.08
1578,151100.73
1579,149223.94
1580,191400.4
1581,150887.4
1582,130852.51
1583,325622.6
1584,216642.84
1585,141407.77
1586,66370.2
1587,96160.83
1588,146312.56
1589,105543.15
1590,138019.61
1591,95743.23
1592,121221.4
1593,127143.164
1594,116660.49
1595,122262.71
1596,236390.94
1597,176211.64
1598,207435.8
1599,183702.52
1600,189140.73
1601,62877.695
1602,111956.79
1603,82632.95
1604,290762.44
1605,245029.17
1606,169020.11
1607,169020.11
1608,218632.95
1609,200873.38
1610,149223.94
1611,146195.94
1612,173911.19
1613,169020.11
1614,116463.08
1615,84181.49
1616,54325.902
1617,89627.34
1618,130852.51
1619,141353.72
1620,150887.4
1621,146312.56
1622,151100.73
1623,285514.44
1624,215589.67
1625,130852.51
1626,169020.11
1627,181309.08
1628,290762.44
1629,173467.9
1630,342181.78
1631,236390.94
1632,251464.25
1633,161548.12
1634,176211.64
1635,176211.64
1636,149540.36
1637,176211.64
1638,208470.3
1639,176211.64
1640,262571.9
1641,173467.9
1642,214241.39
1643,216642.84
1644,223784.64
1645,197978.23
1646,155675.55
1647,169020.11
1648,130268.65
1649,135078.55
1650,122107.12
1651,123891.94
1652,98684.195
1653,98294.3
1654,154012.11
1655,160212.88
1656,154012.11
1657,155675.55
1658,151100.73
1659,146312.56
1660,146312.56
1661,465231.5
1662,438883.38
1663,389741.06
1664,404167.8
1665,310857.44
1666,340446.47
1667,359928.25
1668,326454.0
1669,291287.53
1670,328556.1
1671,262571.9
1672,535743.7
1673,310857.44
1674,249431.16
1675,182147.84
1676,189596.19
1677,213299.5
1678,591109.94
1679,353549.44
1680,328476.84
1681,262571.9
1682,293720.62
1683,176211.64
1684,169020.11
1685,169020.11
1686,169020.11
1687,161548.12
1688,182147.84
1689,185451.78
1690,185451.78
1691,173467.9
1692,280739.03
1693,161548.12
1694,176211.64
1695,169020.11
1696,262571.9
1697,169020.11
1698,405663.75
1699,325655.97
1700,240152.94
1701,262571.9
1702,262571.9
1703,249431.16
1704,297507.12
1705,236390.94
1706,554082.56
1707,216642.84
1708,206480.19
1709,295386.97
1710,228529.92
1711,251464.25
1712,284658.16
1713,271460.8
1714,216642.84
1715,203793.36
1716,205271.81
1717,182147.84
1718,146312.56
1719,205427.05
1720,236390.94
1721,168795.1
1722,135078.55
1723,159253.34
1724,216565.52
1725,235936.1
1726,185451.78
1727,157970.34
1728,173467.9
1729,161548.12
1730,166725.31
1731,127143.164
1732,130852.51
1733,125456.72
1734,115306.37
1735,129438.445
1736,111956.79
1737,419651.78
1738,223784.64
1739,272595.3
1740,227605.0
1741,188734.44
1742,173467.9
1743,176211.64
1744,330149.66
1745,216642.84
1746,237580.67
1747,214241.39
1748,234727.1
1749,151100.73
1750,138453.19
1751,236390.94
1752,121651.68
1753,146312.56
1754,203136.88
1755,161548.12
1756,127143.164
1757,122262.71
1758,149223.94
1759,169020.11
1760,165164.94
1761,151100.73
1762,168795.1
1763,165164.94
1764,111956.79
1765,157970.34
1766,176211.64
1767,226866.05
1768,147430.75
1769,182147.84
1770,146312.56
1771,136929.55
1772,141407.77
1773,135078.55
1774,130852.51
1775,134048.52
1776,125729.1
1777,111956.79
1778,134823.61
1779,103088.16
1780,160334.95
1781,130852.51
1782,97833.555
1783,139644.92
1784,93039.63
1785,117348.8
1786,161937.14
1787,146865.42
1788,58875.625
1789,97176.0
1790,62877.695
1791,166725.31
1792,155675.55
1793,133687.97
1794,146312.56
1795,135811.36
1796,117348.8
1797,122107.12
1798,121221.4
1799,111956.79
1800,121651.68
1801,134048.52
1802,144570.62
1803,146312.56
1804,133826.45
1805,138019.61
1806,111956.79
1807,139186.0
1808,120321.57
1809,120698.4
1810,146312.56
1811,95743.23
1812,103088.16
1813,117348.8
1814,93357.59
1815,51208.594
1816,93592.61
1817,111956.79
1818,134048.52
1819,117348.8
1820,62422.32
1821,122262.71
1822,151100.73
1823,51208.594
1824,146312.56
1825,135078.55
1826,97833.555
1827,95743.23
1828,137659.08
1829,127143.164
1830,146312.56
1831,160334.95
1832,95594.46
1833,149223.94
1834,130852.51
1835,156306.9
1836,126042.59
1837,96348.13
1838,128878.06
1839,89627.34
1840,169020.11
1841,139186.0
1842,82632.95
1843,135811.36
1844,134048.52
1845,144189.19
1846,155675.55
1847,139782.45
1848,58875.625
1849,111956.79
1850,126042.59
1851,155675.55
1852,130852.51
1853,134048.52
1854,169020.11
1855,135078.55
1856,214913.92
1857,155675.55
1858,126866.945
1859,122107.12
1860,149540.36
1861,122107.12
1862,284658.16
1863,284658.16
1864,284658.16
1865,306598.72
1866,330149.66
1867,240152.94
1868,293720.62
1869,204816.34
1870,242186.06
1871,236390.94
1872,169020.11
1873,236390.94
1874,146312.56
1875,213188.23
1876,192619.61
1877,227476.78
1878,202574.97
1879,134048.52
1880,138019.61
1881,216642.84
1882,242486.75
1883,200873.38
1884,212512.45
1885,262571.9
1886,287708.97
1887,212577.55
1888,283097.62
1889,169020.11
1890,129238.6
1891,135078.55
1892,111956.79
1893,131075.47
1894,126042.59
1895,146312.56
1896,130852.51
1897,111956.79
1898,111956.79
1899,145928.55
1900,161937.14
1901,176211.64
1902,133687.97
1903,223784.64
1904,146312.56
1905,195731.67
1906,176130.56
1907,199850.39
1908,115387.664
1909,130852.51
1910,117348.8
1911,213033.0
1912,286106.22
1913,154465.17
1914,58875.625
1915,294638.6
1916,68730.94
1917,264319.06
1918,146386.56
1919,155675.55
1920,155675.55
1921,447770.12
1922,310857.44
1923,214979.0
1924,206480.19
1925,216642.84
1926,428189.8
1927,139782.45
1928,169020.11
1929,126042.59
1930,126687.73
1931,146312.56
1932,146386.56
1933,182147.84
1934,173467.9
1935,176211.64
1936,185451.78
1937,176211.64
1938,176211.64
1939,245029.17
1940,180511.3
1941,168795.1
1942,185451.78
1943,204816.34
1944,330149.66
1945,419651.78
1946,157970.34
1947,315052.5
1948,185451.78
1949,243900.75
1950,176211.64
1951,262430.5
1952,220961.4
1953,169020.11
1954,189751.44
1955,130852.51
1956,295386.97
1957,161548.12
1958,315052.5
1959,135885.36
1960,115387.664
1961,122107.12
1962,98684.195
1963,110337.07
1964,111956.79
1965,146312.56
1966,155675.55
1967,280739.03
1968,385623.72
1969,451467.7
1970,449224.47
1971,449224.47
1972,404919.2
1973,290762.44
1974,315052.5
1975,520380.53
1976,262571.9
1977,350581.6
1978,397148.72
1979,326454.0
1980,201328.84
1981,326504.62
1982,228529.92
1983,213299.5
1984,169020.11
1985,212577.55
1986,215589.67
1987,168795.1
1988,168795.1
1989,195731.67
1990,214913.92
1991,230520.03
1992,208470.3
1993,169020.11
1994,248302.7
1995,185451.78
1996,245214.31
1997,310857.44
1998,395554.94
1999,253293.69
2000,295365.84
2001,262571.9
2002,236390.94
2003,262571.9
2004,280739.03
2005,228529.92
2006,236390.94
2007,240152.94
2008,213188.23
2009,188734.44
2010,194892.89
2011,154012.11
2012,185451.78
2013,185451.78
2014,189596.19
2015,205271.81
2016,193075.08
2017,205427.05
2018,122052.52
2019,137659.08
2020,111956.79
2021,111956.79
2022,197978.23
2023,166725.31
2024,253293.69
2025,356446.56
2026,169020.11
2027,151100.73
2028,159253.34
2029,168795.1
2030,290762.44
2031,262571.9
2032,262571.9
2033,284658.16
2034,157692.95
2035,216231.56
2036,201328.84
2037,201328.84
2038,325576.78
2039,215589.67
2040,402494.38
2041,301670.06
2042,200873.38
2043,169020.11
2044,173467.9
2045,214241.39
2046,146312.56
2047,146312.56
2048,131676.86
2049,134048.52
2050,185451.78
2051,103088.16
2052,135078.55
2053,146312.56
2054,89192.766
2055,159253.34
2056,130852.51
2057,115306.37
2058,220441.28
2059,130852.51
2060,173911.19
2061,182147.84
2062,135078.55
2063,111956.79
2064,144189.19
2065,126042.59
2066,165164.94
2067,95318.516
2068,144549.72
2069,89946.445
2070,111956.79
2071,98294.3
2072,133687.97
2073,139856.45
2074,195731.67
2075,146312.56
2076,122262.71
2077,146312.56
2078,130852.51
2079,131676.86
2080,122107.12
2081,120321.57
2082,126042.59
2083,146312.56
2084,111956.79
2085,123894.41
2086,132739.58
2087,117348.8
2088,103088.16
2089,82632.95
2090,130852.51
2091,126281.07
2092,128652.73
2093,135078.55
2094,135078.55
2095,146312.56
2096,70974.11
2097,96287.19
2098,154465.17
2099,58875.625
2100,96348.13
2101,127143.164
2102,128855.125
2103,93357.59
2104,133687.97
2105,129238.6
2106,62877.695
2107,243900.75
2108,111956.79
2109,111956.79
2110,127143.164
2111,134397.83
2112,133687.97
2113,122107.12
2114,103088.16
2115,155675.55
2116,122107.12
2117,146312.56
2118,122107.12
2119,103088.16
2120,103088.16
2121,82632.95
2122,101468.43
2123,82632.95
2124,172939.52
2125,134048.52
2126,153395.53
2127,155675.55
2128,126042.59
2129,97768.016
2130,146312.56
2131,146312.56
2132,111956.79
2133,122262.71
2134,122262.71
2135,93592.61
2136,54325.902
2137,115387.664
2138,135078.55
2139,155675.55
2140,138019.61
2141,144549.72
2142,128878.06
2143,150887.4
2144,122262.71
2145,133687.97
2146,154465.17
2147,138453.19
2148,128867.61
2149,146752.89
2150,206480.19
2151,128652.73
2152,188734.44
2153,185451.78
2154,111956.79
2155,141353.72
2156,253293.69
2157,236390.94
2158,236390.94
2159,205746.67
2160,168795.1
2161,245214.31
2162,433188.28
2163,325622.6
2164,243900.75
2165,173467.9
2166,149223.94
2167,235337.8
2168,202574.97
2169,201328.84
2170,219908.84
2171,150887.4
2172,139782.45
2173,168795.1
2174,223784.64
2175,310857.44
2176,309218.47
2177,262571.9
2178,202537.22
2179,139782.45
2180,222120.78
2181,192878.86
2182,223784.64
2183,192878.86
2184,135078.55
2185,115306.37
2186,146312.56
2187,146312.56
2188,154012.11
2189,222261.97
2190,79737.09
2191,89627.34
2192,97833.555
2193,110337.07
2194,95743.23
2195,111956.79
2196,98861.266
2197,122107.12
2198,166725.31
2199,165164.94
2200,148764.02
2201,146312.56
2202,204816.34
2203,153395.53
2204,185451.78
2205,98861.266
2206,144549.72
2207,223784.64
2208,253293.69
2209,215434.44
2210,122262.71
2211,122107.12
2212,111956.79
2213,96160.83
2214,119532.42
2215,97833.555
2216,146312.56
2217,77278.375
2218,82131.46
2219,62365.17
2220,62877.695
2221,294638.6
2222,262571.9
2223,262571.9
2224,223784.64
2225,125456.72
2226,195731.67
2227,188117.75
2228,249431.16
2229,253293.69
2230,149223.94
2231,222731.48
2232,173467.9
2233,169020.11
2234,236390.94
2235,212577.55
2236,291287.53
2237,325622.6
2238,204816.34
2239,135078.55
2240,161050.83
2241,166725.31
2242,128878.06
2243,135078.55
2244,98684.195
2245,106044.64
2246,151100.73
2247,111956.79
2248,126687.73
2249,121807.27
2250,138019.61
2251,118502.375
2252,173467.9
